,state,abstinence,abortionban_anomaly,abortionban_sex,substance_poli,year,pregnancyratelt15,pregnancyrate1519,pregnancyrate40plus,abortionratelt15,abortionrate1519,abortionrate40plus,birthratelt15,birthrate1519,birthrate40plus,abortionratiolt15,abortionratio1519,abortionratio40plus,pregnancieslt15,pregnancies1519,pregnancies40plus,abortionslt15,abortions1519,abortions40plus,birthslt15,births1519,births40plus,miscarriageslt15,miscarriages1519,miscarriages40plus,populationlt15,population1519,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal
105,CT,1,0,0,0,2000,7.5,70.5,15.2,3.6,30.2,2.5,2.9,31.1,10.3,1255.8,971.5,246.5,170,7430,2250,80,3180,380,66,3277,1528,20,970,340,22753,105472,147841,722557,15460,43026,95,59.5,21.4,359.3,10150,68640
106,CT,1,0,0,0,2005,7,57.3,18.2,5.1,26.7,3.3,1.2,23.3,12.1,4351.3,1142.6,272,170,6910,2720,130,3210,490,29,2813,1813,20,880,410,24859,120587,149491,709938,17340,41718,97.4,58.8,24.4,415.6,10080,69140
107,CT,1,0,0,0,2006,6.5,58.6,18.9,4.4,27.6,3.4,1.4,23.5,12.6,3185.4,1173.6,270.9,160,7160,2780,110,3370,500,34,2875,1858,20,910,420,24591,122279,147220,706412,17580,41820,98.4,59.2,24.9,420.4,10120,69520
108,CT,1,0,0,0,2007,6.6,57.7,18.6,4.5,27.3,3.5,1.4,23,12.3,3300.8,1184.1,284.9,160,7100,2670,110,3360,500,33,2837,1762,20,900,400,24312,123092,143615,701587,17730,41660,99.1,59.4,25.3,425.6,10110,69500
109,CT,1,0,0,0,2008,5,55.7,18.6,3.4,26,3.4,1.1,22.6,12.4,3159.9,1149.7,278.9,120,6870,2620,80,3210,480,26,2789,1736,10,880,400,24089,123448,140426,699195,17210,40399,96.4,57.8,24.6,426.1,9800,67410
110,CT,1,0,0,0,2009,4.4,50.8,20,3.1,23.1,3.8,0.9,21.2,13.2,3482.9,1089.4,286.5,110,6250,2730,70,2840,520,21,2605,1804,10,800,410,23876,123044,136565,694930,16350,38896,93,56,23.5,420.3,9410,64660
111,CT,1,0,0,0,2010,4.1,44.1,19.6,2.8,20,3.9,0.8,18.4,12.7,3348.7,1086.6,309.1,100,5450,2620,70,2470,530,20,2274,1699,10,700,390,23814,123450,133666,691932,15480,37708,90,54.5,22.4,410.6,9090,62280
112,CT,1,0,0,0,2011,3.9,37.8,19.2,2.4,16.8,3.8,1,16.1,12.5,2423.1,1045.2,302.5,90,4750,2520,60,2110,500,24,2020,1644,10,620,380,23789,125543,131320,689310,14630,37281,88.2,54.1,21.2,392.3,8920,60830
113,CT,1,0,0,0,2012,3.5,33.4,18.9,2.2,14,3.7,0.9,15,12.4,2487.2,930.7,295.6,80,4200,2420,50,1760,470,21,1889,1586,,550,360,23406,125841,127865,687233,13900,36539,86,53.2,20.2,380.4,8700,59130
114,CT,1,0,0,0,2013,2.3,29.5,19,1.2,12.7,3.5,0.8,12.9,12.6,1496.1,984,279,50,3670,2340,30,1580,430,19,1606,1556,,480,350,23397,124336,123461,683998,13360,36085,84.8,52.8,19.5,370.3,8550,58000
115,CT,1,0,0,0,2014,2.3,26.7,19.9,1.5,11.7,3.9,0.6,11.5,13,2474.9,1016.7,296.7,50,3290,2350,30,1440,460,14,1420,1540,,430,350,23437,123322,118259,681327,13280,36285,85.3,53.3,19.5,365.9,8580,58150
116,CT,1,0,0,0,2015,1.9,23.9,19.9,1.2,10.7,3.7,0.4,10.2,13.2,2756.4,1049.2,283.5,40,2920,2250,30,1300,420,10,1241,1486,,380,340,22545,122239,112723,676638,12770,35746,84.2,52.8,18.9,357.2,8430,56940
117,CT,1,0,0,0,2016,2,21.4,22.1,1,9.2,4.2,0.7,9.4,14.5,1397.6,986.4,292.7,40,2600,2380,20,1120,460,16,1136,1562,,340,360,22064,121150,107790,672081,12260,36015,84.4,53.6,18.2,340.5,8430,56710
118,CT,1,0,0,0,2017,1.9,20.8,21.8,1.3,9.3,4.2,0.5,8.8,14.3,2796.1,1056.1,290.9,40,2490,2300,30,1110,440,10,1053,1516,,320,350,21994,119740,105794,670182,11950,35221,82.7,52.6,17.8,339.2,8240,55410
119,DE,2,0,0,0,1988,27.4,117.6,8.2,13.2,49,2.9,10.8,53.1,4.2,1220.6,924.2,680.3,110,2850,180,50,1190,60,42,1287,92,10,380,20,3892,24257,21828,158177,4570,10406,110.7,65.8,28.9,439.2,2540,17510
120,DE,2,0,0,0,1992,26.4,118.2,9.7,10.1,43.5,3.1,12.7,58.7,5.2,791.7,741,594.1,110,2550,240,40,940,80,55,1265,132,20,350,30,4317,21557,25230,164218,4620,10656,108.8,64.9,28.1,433.6,2590,17870
121,DE,2,0,0,0,1996,18.5,90.7,9.5,4.9,23.8,2.3,10.9,53.8,5.9,447.2,442.4,385.9,90,2250,270,20,590,60,54,1334,168,10,330,40,4943,24805,28696,170493,2970,10155,90.6,59.6,17.4,292.5,2330,15450
122,DE,2,0,0,0,2000,15.2,91.7,11.2,7.5,31.1,2.6,5.8,47.9,6.9,1285.8,649.9,379.6,80,2550,360,40,860,80,31,1330,222,10,350,50,5335,27775,32145,173913,3920,11051,101,63.5,22.5,354.7,2600,17570
123,DE,2,0,0,0,2005,8.7,75.4,13.3,4.7,24.8,3.1,2.9,40.1,8.3,1606.9,618.8,372.1,50,2300,450,30,760,100,17,1225,279,,320,70,5807,30564,33778,178400,4140,11643,103.8,65.3,23.2,355.6,2740,18530
124,DE,2,0,0,0,2006,13.1,79.8,13.9,7.2,28.3,4,4.4,40.6,7.9,1632,696.8,507.8,70,2480,460,40,880,130,25,1263,264,,340,70,5697,31131,33396,179175,4990,11989,111,66.9,27.9,416.6,2900,19880
125,DE,2,0,0,0,2007,9.7,84.7,16,5.7,34.3,4.6,2.9,39.2,9.1,1948.6,873.4,499.1,60,2690,530,30,1090,150,17,1244,302,,360,80,5855,31719,33110,179779,5850,12170,117,67.7,32.5,480.7,3020,21040
126,DE,2,0,0,0,2008,13.4,81.9,14.6,7.7,32.7,3.8,4.1,38.3,8.7,1868.2,852.5,439.7,70,2640,470,40,1050,120,23,1237,282,,350,70,5598,32277,32519,179986,5650,12090,115.1,67.2,31.4,467.4,2980,20720
127,DE,2,0,0,0,2009,7.9,69.1,20.7,3.6,26.3,8.2,3.3,33.5,9.7,1106.2,785.5,843.1,40,2230,650,20,850,260,18,1081,307,,300,90,5507,32283,31622,179610,5520,11559,111,64.4,30.7,477.2,2860,19940
128,DE,2,0,0,0,2010,8.2,67.9,17.3,4.4,28.2,5.3,2.9,30.7,9.5,1513.9,916.6,563.1,50,2150,540,20,890,170,16,974,297,,280,80,5560,31684,31283,179134,5380,11364,109.2,63.4,30,473.6,2810,19560
129,DE,2,0,0,0,2011,8.5,59.9,16.5,5.1,22.7,4.7,2.3,29.1,9.4,2188.2,781.9,504,50,1850,510,30,700,150,13,900,292,,250,70,5536,30945,31096,179238,4690,11257,104.2,62.8,26.2,416.8,2720,18670
130,DE,2,0,0,0,2012,6.7,48.6,15.4,3.7,16.8,3.4,2.1,25.1,9.7,1747.3,670.9,354.2,40,1470,470,20,510,100,12,761,296,,200,70,5592,30344,30560,179030,4010,11023,98.5,61.6,22.4,363.6,2610,17640
131,DE,2,0,0,0,2013,3.9,46,15.6,2.4,15.2,3.3,,24.4,10,2197.4,624.8,328.1,20,1370,470,10,450,100,,728,298,,190,70,5608,29843,29889,179438,3340,10831,92.9,60.4,18.6,308.6,2500,16670
132,DE,2,0,0,0,2014,4.2,39.9,17.7,,13.5,3.7,1.9,20.9,11.4,,647.2,324.8,20,1180,520,,400,110,11,616,332,,160,80,5706,29542,29166,179627,3200,10972,92.9,61.1,17.8,291.6,2510,16690
133,DE,2,0,0,0,2015,3.9,35.2,16.4,,12.1,3.2,2.3,18.2,10.7,,662.8,299.9,20,1040,460,,360,90,13,540,302,,140,70,5578,29612,28199,179493,3040,11166,93.3,62.2,16.9,272.2,2540,16740
134,DE,2,0,0,0,2016,3.6,35.6,17.5,,11,3.7,2.5,19.7,11.2,,557.5,331.7,20,1060,480,,330,100,14,583,304,,150,70,5553,29661,27111,178764,2880,10992,91.5,61.5,16.1,261.9,2490,16360
135,DE,2,0,0,0,2017,2,31.5,17.4,,8.4,3.6,,18.5,11.2,,453.3,319.8,10,940,470,,250,100,,552,302,,140,70,5625,29782,26892,178716,2770,10855,89.9,60.7,15.5,254.8,2450,16070
136,DC,1,0,0,1,1988,,,,,,,26.1,75.6,9,,,,,,,,,,80,1774,197,,,,3061,23477,21941,174499,13830,10540,159.7,60.4,79.3,1312.1,3490,27860
137,DC,1,0,0,1,1992,,,,,,,29.8,106.7,10.7,,,,,,,,,,81,1704,240,,,,2717,15971,22475,160132,11040,10960,158,68.4,68.9,1007.3,3300,25300
138,DC,1,0,0,1,1996,,,,,,,17.8,79.2,10.4,,,,,,,,,,49,1354,219,,,,2748,17091,20999,147489,5620,8390,110.2,56.9,38.1,669.8,2240,16250
139,DC,1,0,0,1,2000,37.6,121.8,24.8,21.7,52.6,6.5,11.5,53.3,14.8,1894.4,985.4,437.3,100,2410,520,60,1040,140,31,1057,312,10,320,80,2704,19814,21132,143681,5750,7666,108,53.4,40,750.1,2110,15520
140,DC,1,0,0,1,2005,30.4,110.2,33.2,20.1,54.3,9.7,7,42.1,18.7,2883.8,1289.7,520,100,2230,650,60,1100,190,22,852,366,10,280,90,3162,20254,19556,143933,6390,7971,115.3,55.4,44.4,801.7,2230,16590
141,DC,1,0,0,1,2006,25.5,112.7,34.1,14.5,50,9.3,8,48.1,19.9,1824.9,1039,467.6,80,2340,660,40,1040,180,24,999,384,,300,90,3018,20772,19281,147102,5900,8523,113.6,57.9,40.1,691.7,2290,16710
142,DC,1,0,0,1,2007,17.6,104.6,31.9,8.7,40.1,8.7,6.7,50.4,18.6,1302.5,794.4,470.1,60,2180,610,30,840,170,21,1053,354,,290,90,3135,20879,19035,149303,5400,8864,111,59.4,36.2,609.2,2310,16580
143,DC,1,0,0,1,2008,24.7,112.9,36.2,10.3,46.8,11.7,11.1,51.1,19.4,935,916,604,70,2390,670,30,990,220,32,1083,362,,320,90,2892,21181,18636,152846,5880,9130,114,59.7,38.4,643.6,2410,17420
144,DC,1,0,0,1,2009,23.1,100.2,34.4,10.6,38.2,8.5,9.6,48.5,20.9,1105,789.1,408.3,60,2140,630,30,820,160,26,1034,380,,290,90,2722,21341,18207,157384,4970,9040,103.7,57.4,31.6,549.8,2310,16320
145,DC,1,0,0,1,2010,18.2,90.6,33.9,9.8,32.7,7.1,6.2,45.5,21.7,1580.2,719.3,327.9,50,1890,640,30,680,130,16,951,407,,260,90,2580,20901,18734,163324,4060,9165,94.7,56.1,24.9,443.5,2240,15470
146,DC,1,0,0,1,2011,23,79.5,31.3,8.3,25.6,3.6,11.6,42.8,22.8,719.3,598.8,155.8,60,1630,600,20,530,70,29,879,441,,230,100,2508,20544,19346,167187,3400,9295,89.1,55.6,20.3,365.4,2200,14890
147,DC,1,0,0,1,2012,15.9,69.1,36.1,11.8,20.3,4.3,,38.9,26.1,4779.9,522.1,164.8,40,1400,720,30,410,90,,791,522,,200,110,2432,20310,20001,171248,3570,9399,88.8,54.9,20.8,379.4,2240,15200
148,DC,1,0,0,1,2013,17.4,67.5,34.3,7,26.4,5.4,8,32,23.6,875.1,824.3,229.5,40,1340,700,20,530,110,20,637,483,,180,110,2486,19882,20434,174746,3740,9288,87.3,53.2,21.4,402.2,2230,15250
149,DC,1,0,0,1,2014,7.9,58.7,34.1,,21.8,6.5,,29,22.5,,751.3,289,20,1140,710,,420,130,,565,466,,160,110,2537,19507,20752,177431,3800,9509,87.8,53.6,21.4,399.2,2280,15590
150,DC,1,0,0,1,2015,5.6,47.7,33,,15.3,3.7,,25.8,24.1,,592.9,151.9,10,930,690,,300,80,,501,502,,130,110,2616,19453,20788,181253,3330,9578,83.6,52.8,18.4,347.7,2250,15160
151,DC,1,0,0,1,2016,5.1,42.3,35.2,,12.2,5.3,,24.1,24.5,,505.4,215.7,10,810,730,,230,110,,460,509,,120,110,2566,19086,20754,183987,2870,9858,81.4,53.6,15.6,290.6,2260,14980
152,DC,1,0,0,1,2017,8.7,47.3,36.1,,19.8,6.6,4.4,21.2,24,,933.6,277.2,20,910,770,,380,140,11,408,509,,120,120,2483,19221,21224,186818,3930,9560,84.6,51.2,21.1,411.4,2310,15800
153,FL,2,0,0,1,1988,27.3,131.1,8.6,13.2,51.1,2.6,10.6,62.4,4.7,1244,818.5,555.1,1830,51620,3360,890,20120,1030,713,24579,1855,230,6930,470,66989,393627,390962,2681248,75820,184119,113.5,68.7,28.3,411.8,44410,304340
154,FL,2,0,0,1,1992,23.8,124.3,10,11.2,41.8,2.8,9.6,65.2,5.8,1163.2,641.4,489.7,1840,48040,4680,860,16170,1320,742,25213,2689,230,6660,670,77291,386643,467485,2889811,77320,191713,109,66.3,26.8,403.3,46070,315110
155,FL,2,0,0,1,1996,19.4,113.5,12.1,10,40.8,3.5,7,57.2,6.9,1440.6,712.5,504.6,1790,49210,6580,920,17670,1890,642,24806,3747,220,6730,940,92287,433398,541583,3064552,90160,189392,106.5,61.8,29.4,476,46890,326450
156,FL,2,0,0,1,2000,14.5,98,13.4,7.5,33.7,3.5,5.3,50.8,7.9,1425.3,662.1,440.4,1470,48530,8310,760,16660,2170,531,25166,4935,180,6700,1200,101065,495050,621309,3234384,96000,204125,108.4,63.1,29.7,470.3,50430,350550
157,FL,2,0,0,1,2005,8.8,77.9,15.7,4.2,24.7,4,3.5,42.3,9.4,1192.3,583.9,428.5,1040,44460,10780,490,14090,2760,413,24130,6451,130,6240,1570,117335,570551,687836,3516498,85360,226240,103.9,64.3,24.3,377.3,53780,365380
158,FL,2,0,0,1,2006,8,78.4,15.9,4,24.3,4,3,43.1,9.6,1343.5,563,420.5,920,46180,10870,460,14290,2750,345,25384,6536,120,6510,1580,115500,588718,683854,3567738,86980,236802,106.5,66.4,24.4,367.3,56060,379840
159,FL,2,0,0,1,2007,8.5,78.4,16.4,4.1,24.4,4.2,3.3,43,9.8,1249,568.2,425.8,970,46890,10980,470,14600,2800,378,25693,6581,120,6600,1600,114615,598036,670131,3578652,88600,239165,107.4,66.8,24.8,370.5,56690,384460
160,FL,2,0,0,1,2008,8,73.4,16.7,3.9,23.1,4.1,3.1,40,10.2,1233.7,578.5,401.4,910,44210,10920,440,13930,2670,356,24077,6654,120,6210,1600,113650,602359,653223,3575057,86310,231445,104.2,64.7,24.1,372.9,54920,372670
161,FL,2,0,0,1,2009,6.8,67.8,17,3.7,21.7,4.3,2.3,36.6,10.2,1582.3,593.9,426.1,760,40810,10790,410,13080,2760,260,22021,6467,90,5710,1570,112024,601533,634780,3561023,84150,221394,100.6,62.2,23.6,380.1,52690,358240
162,FL,2,0,0,1,2010,6.5,60.9,17.4,3.4,20.2,4.4,2.2,32.3,10.4,1534.5,624.9,424.6,720,36100,10930,380,11950,2780,249,19127,6559,90,5020,1590,111210,593066,629497,3564658,82020,214590,97.5,60.2,23,382.2,51120,347730
163,FL,2,0,0,1,2011,5.4,56.1,17.9,3,18.6,4.5,1.7,29.6,10.7,1754.5,628.7,424.4,600,32390,11310,340,10770,2880,192,17125,6788,70,4500,1650,111365,577836,633475,3581329,79890,213414,96,59.6,22.3,374.3,50670,343980
164,FL,2,0,0,1,2012,5,51.8,17.8,2.7,16.5,4.5,1.7,28,10.7,1585.7,588.1,418.4,570,29460,11320,300,9380,2850,192,15952,6817,70,4130,1650,112276,568701,637357,3613391,76730,213148,94.1,59,21.2,360,50300,340180
165,FL,2,0,0,1,2013,4.2,45.7,17.8,2.2,14.8,4.1,1.5,24.5,11,1533.5,603.1,372.6,480,26020,11350,250,8420,2630,165,13962,7048,60,3630,1670,113320,569235,638442,3646410,73560,215407,93.1,59.1,20.2,341.5,50440,339400
166,FL,2,0,0,1,2014,3.5,41.6,17.8,1.8,13.3,4.1,1.2,22.5,11.1,1515.2,589,370.1,410,23680,11330,220,7550,2610,142,12816,7051,50,3320,1670,116494,569619,636627,3685089,72630,219991,93.3,59.7,19.7,330.1,51260,343880
167,FL,2,0,0,1,2015,3,37.8,18.6,1.5,11.7,3.9,1.1,20.8,11.9,1373.7,566,326.6,350,21790,11720,180,6770,2460,130,11957,7519,40,3070,1750,115610,575970,631126,3732217,69390,224269,92.6,60.1,18.6,309.4,51790,345450
168,FL,2,0,0,1,2016,2.8,34.7,18.9,1.4,10.6,3.7,1,19.2,12.3,1403.3,552.9,304.4,320,20240,11790,160,6190,2340,116,11195,7679,40,2860,1770,114044,583553,624216,3784829,66150,225022,90.6,59.5,17.5,294,51620,342790
169,FL,2,0,0,1,2017,2.2,31.8,19.7,0.9,9.1,4.4,0.9,18.2,12.4,979.4,498.7,357.5,240,18720,12360,100,5340,2770,107,10708,7755,30,2680,1830,112716,587957,625926,3830672,68640,223630,89.8,58.4,17.9,306.9,51590,343850
170,GA,2,0,0,1,1988,24.9,121.1,6.6,9.2,35.7,2.2,12.3,68.2,3.5,746.7,522.9,619,1070,30050,1500,390,8850,490,528,16929,799,150,4270,210,42878,248171,227284,1589274,35320,105923,104.4,66.6,22.2,333.4,24720,165960
171,GA,2,0,0,1,1992,25,126.2,8.2,10.1,33.8,2.7,11.5,74.2,4.3,880.3,455.9,624.7,1180,29710,2170,480,7960,720,542,17462,1149,160,4290,300,47088,235441,264989,1674622,39970,111116,105.9,66.4,23.9,359.7,26220,177310
172,GA,2,0,0,1,1996,19.8,108.2,9.5,7.6,25.4,2.5,9.6,66.8,5.7,789.9,380.2,439.1,1060,28560,2840,410,6710,740,514,17648,1687,140,4200,410,53690,263998,297446,1796686,35230,114043,97.7,63.5,19.6,308.9,26330,175600
173,GA,2,0,0,1,2000,13.5,95.1,11.1,4.8,18.3,2.3,6.9,62.5,7.2,689.4,293,314.3,780,27390,3720,270,5270,760,396,17994,2408,110,4130,560,57353,288056,334263,1905121,32270,132644,102.2,69.6,16.9,243.3,29760,194670
174,GA,2,0,0,1,2005,10.3,78.6,12.8,3.8,14.8,2.5,5.1,52,8.3,738.3,284.6,303.3,680,25040,4620,250,4710,910,337,16548,3014,90,3780,690,66019,318344,361041,1991058,32040,142200,103.4,71.4,16.1,225.3,31640,205880
175,GA,2,0,0,1,2006,8.9,80,13.3,2.8,14.1,2.5,4.9,53.7,8.8,571.2,262.9,283.3,600,26350,4810,190,4650,900,326,17693,3184,80,4000,730,66603,329203,362385,2025268,32690,148633,105.8,73.4,16.1,220,33000,214320
176,GA,2,0,0,1,2007,9.3,80.6,14.2,3.7,15,2.7,4.4,53.4,9.3,848.9,281.5,294.7,630,27300,5120,250,5090,990,294,18085,3362,80,4130,770,67188,338772,362054,2054423,33680,151137,106.3,73.6,16.4,222.8,33600,218410
177,GA,2,0,0,1,2008,8.7,78.2,14.6,3.6,16.5,3.2,3.9,50,9.3,918.4,330.7,341.1,570,27010,5240,240,5710,1140,258,17273,3328,80,4030,780,65914,345304,359394,2070606,39370,146603,105.9,70.8,19,268.5,33260,219230
178,GA,2,0,0,1,2009,7.9,72.9,14.9,3.6,15,3.3,3.2,47,9.4,1126.5,318.4,347.5,520,25340,5300,240,5200,1160,214,16345,3351,70,3790,790,66168,347660,355705,2074589,37260,141377,101.5,68.1,18,263.6,32000,210640
179,GA,2,0,0,1,2010,7,64.4,15,3.3,13.3,3.1,2.8,41.5,9.7,1204.4,320.6,318.2,460,22320,5360,220,4610,1100,184,14378,3460,60,3340,800,66211,346699,356475,2074314,35160,133947,96.1,64.6,16.9,262.5,30310,199410
180,GA,2,0,0,1,2011,7,59.5,15.4,3.5,12.6,3.1,2.7,38,10,1292.6,333.2,314,470,20350,5570,230,4330,1130,179,12991,3607,60,3030,830,66823,342256,361932,2077004,34460,132409,94.8,63.7,16.6,260.3,29930,196800
181,GA,2,0,0,1,2012,7,52.9,15.8,3.5,11.3,3.4,2.7,33.7,10,1309.7,334.9,338.9,480,18020,5770,240,3850,1240,180,11488,3671,60,2680,860,67652,340709,365535,2087194,33620,130280,92.6,62.4,16.1,258,29420,193310
182,GA,2,0,0,1,2013,5.2,47.4,15.5,2.4,10,3.2,2.1,30.4,9.9,1165.2,327.8,324.7,350,16110,5660,170,3380,1180,143,10322,3635,50,2400,850,68372,339699,366328,2090583,32550,128748,91,61.6,15.6,252.8,29000,190300
183,GA,2,0,0,1,2014,3.7,43.8,15.9,1.8,9,3.1,1.4,28.3,10.3,1262.7,316.1,304.5,260,14950,5770,130,3050,1140,101,9661,3756,30,2240,870,70982,341082,363323,2100819,31120,130946,91.1,62.3,14.8,237.6,29300,191370
184,GA,2,0,0,1,2015,3.1,39.7,16.2,1.2,8.2,3.2,1.5,25.6,10.6,846.8,322.8,301.6,220,13730,5800,90,2850,1140,104,8829,3789,30,2050,870,70985,345491,358260,2113143,31750,131404,91.2,62.2,15,241.6,29460,192610
185,GA,2,0,0,1,2016,3.3,36.8,16.1,1.5,7.9,3,1.4,23.5,10.6,1035.3,334.2,285.2,230,12930,5620,100,2760,1060,99,8248,3712,30,1930,850,70141,351015,349735,2129471,32390,130042,90,61.1,15.2,249.1,29250,191680
186,GA,2,0,0,1,2017,2.4,34.5,16.8,1,7.4,3.3,1.1,21.9,11,851.4,338.8,298.5,170,12230,5830,70,2640,1140,80,7778,3814,20,1820,880,70380,354610,346342,2143757,32520,129243,89,60.3,15.2,251.6,29100,190870
187,HI,2,0,0,2,1988,15.1,131.3,16.1,10,65.9,6.7,3.4,49,7.3,2916,1346.2,907.2,110,4720,590,70,2370,240,24,1762,270,10,590,80,7009,35972,36763,254959,11120,19045,137.6,74.7,43.6,583.9,4920,35090
188,HI,2,0,0,2,1992,24.3,139.8,17.5,16.9,68,6.9,4.8,54.2,8.3,3508.7,1255.7,832.2,180,5050,770,120,2460,300,35,1956,364,20,640,100,7283,36119,43903,264723,12180,19864,140.7,75,46,613.2,5190,37230
189,HI,2,0,0,2,1996,10.3,102.8,17.2,6.4,40,4.2,2.7,48.9,10.5,2330,818.2,405.4,90,3960,810,50,1540,200,23,1884,494,,530,120,8406,38504,47176,261816,6930,18401,113.5,70.3,26.5,376.6,4370,29700
190,HI,2,0,0,2,2000,6.4,93,18.9,3.3,34.3,3.7,2.3,46.1,12.3,1431.5,743,302.9,50,3610,900,30,1330,180,18,1788,586,,490,130,7851,38785,47480,253550,5630,17551,107.5,69.2,22.2,320.8,4070,27250
191,HI,2,0,0,2,2005,5.8,71.4,21.3,3.3,25.1,4,1.8,36.5,14,1786.4,689.2,288.2,50,2900,1010,30,1020,190,16,1480,663,,400,150,8743,40589,47324,258859,5330,17924,105.7,69.2,20.6,297.4,4120,27370
192,HI,2,0,0,2,2006,6.8,75.9,22.1,4.2,26.5,4.1,1.8,39,14.7,2296.7,680.1,279.6,60,3150,1030,30,1100,190,15,1619,685,,430,160,8204,41542,46739,260865,5490,18982,110.5,72.8,21,289.2,4350,28820
193,HI,2,0,0,2,2007,8.4,75.8,23.1,5.3,26.7,4.4,2.2,38.7,15.2,2425.5,690.1,289.8,70,3150,1060,40,1110,200,18,1610,696,,430,160,8290,41601,45718,259500,5650,19134,112.4,73.7,21.8,295.3,4390,29180
194,HI,2,0,0,2,2008,7.9,76.6,24.8,5.2,27.2,4.6,1.8,38.9,16.5,2880.3,697.7,281,70,3200,1110,40,1130,210,15,1625,738,,440,170,8320,41724,44832,260557,5650,19484,113.6,74.8,21.7,289.8,4460,29590
195,HI,2,0,0,2,2009,6.8,70.6,23.1,4.6,23.8,4.8,1.5,37,14.8,3072.2,642.4,326.4,50,2950,1020,40,990,210,12,1547,652,,410,150,8049,41755,44090,261245,5590,18887,110.3,72.3,21.4,295.8,4340,28810
196,HI,2,0,0,2,2010,4.2,65.5,24.5,2.4,23.9,4.2,1.2,32.6,16.6,1985.9,733.1,255.5,30,2700,1090,20,990,190,10,1347,735,,370,170,8120,41265,44406,262659,5530,18988,109.9,72.3,21,291.1,4350,28870
197,HI,2,0,0,2,2011,4.7,61.1,25.4,2.6,23,4.8,1.5,29.8,16.7,1729.4,772,289.3,40,2460,1130,20,930,220,12,1199,746,,330,170,7964,40225,44538,264736,5540,18956,108.9,71.6,20.9,292.3,4350,28840
198,HI,2,0,0,2,2012,4.4,53.8,26,2.9,18.3,4.7,,28.1,17.4,2824.4,651,267.9,30,2120,1150,20,720,210,,1108,772,,290,180,7893,39470,44454,266496,4900,18980,105.7,71.2,18.4,258.2,4290,28170
199,HI,2,0,0,2,2013,2.7,44.7,24.3,,13.2,3.9,1.5,25.1,16.7,,526,234.8,20,1740,1070,,510,170,12,976,732,,250,160,7907,38832,43961,267622,4260,18987,102.7,70.9,15.9,224.5,4220,27470
200,HI,2,0,0,2,2014,,40.7,25.8,,11.4,3.3,,23.5,18.5,,486.4,178,,1550,1110,,430,140,,893,797,,220,170,7862,38049,43107,266977,3750,18550,98.8,69.5,14,202,4080,26380
201,HI,2,0,0,2,2015,2.3,35.5,25.6,,9.5,3.7,,20.9,17.9,,455.5,209.2,20,1340,1070,,360,160,,789,751,,190,170,8016,37783,41992,266894,3370,18420,96.7,69,12.6,182.8,4020,25810
202,HI,2,0,0,2,2016,1.3,32.4,25.4,,8.4,3.5,,19.3,17.9,,436.7,194.4,10,1220,1050,,320,140,,728,745,,180,160,7717,37738,41527,267000,3130,18059,94,67.6,11.7,173.2,3920,25110
203,HI,2,0,0,2,2017,2.5,31.9,27.2,1.3,8.3,3.8,,19,19.2,1430,434.6,196.6,20,1200,1120,10,310,160,,714,793,,170,170,7755,37537,41339,265554,3220,17517,92.5,66,12.1,183.6,3830,24560
204,ID,2,0,0,2,1988,5.4,75.4,9.3,2.4,17.7,2.4,2.2,46.5,5.6,1087,381.4,427.2,40,2930,290,20,690,70,17,1810,173,,430,40,7583,38901,31112,218120,2760,15741,100.5,72.2,12.7,175.3,3420,21930
205,ID,2,0,0,2,1992,5.3,77.3,8.7,1.2,14,1.5,3.3,51.5,5.9,351.2,271.8,260.7,50,3340,340,10,610,60,30,2229,229,,510,50,9033,43242,38988,236793,2420,17362,99.2,73.3,10.2,139.4,3710,23500
206,ID,2,0,0,2,1996,6.7,69.5,9.5,3.4,12,1.7,2.5,46.9,6.4,1383,255.5,274.4,70,3680,450,40,640,80,26,2486,297,,560,70,10484,52953,46737,266044,2450,18625,94.1,70,9.2,131.5,3970,25050
207,ID,2,0,0,2,2000,4.4,62.1,11.7,2.3,9.9,2.4,1.5,42.7,7.5,1502,232.4,327.4,50,3420,570,20,550,120,16,2349,367,,520,90,10333,55033,49148,278656,2750,20366,98.6,73.1,9.9,135,4350,27460
208,ID,2,0,0,2,2005,3.5,53.2,12.7,1.3,8.7,2,1.7,36.4,8.7,729.9,238.6,229.5,40,2950,630,10,480,100,19,2015,433,,450,100,10890,55386,49529,292111,2540,23062,104.3,78.9,8.7,110.1,4870,30470
209,ID,2,0,0,2,2006,3.8,56.7,11.2,1.6,9.9,1.9,1.7,38.1,7.6,961.5,259.8,249.4,40,3180,550,20,560,90,18,2140,373,,480,80,10800,56123,48902,297116,2700,24184,107.7,81.4,9.1,111.6,5110,31990
210,ID,2,0,0,2,2007,2.9,59,13.7,,10.2,2.2,1.5,39.9,9.4,,254.8,237.5,30,3340,660,,580,110,17,2257,451,,510,100,10978,56621,48223,301581,2860,25019,110,83,9.5,114.3,5290,33170
211,ID,2,0,0,2,2008,2.5,56.8,12.6,,8.4,1.7,1.6,39.6,8.9,,210.8,193.7,30,3240,600,,480,80,18,2261,422,,500,90,10964,57032,47156,304773,2580,25149,108.3,82.5,8.5,102.4,5290,33010
