,state,abstinence,abortionban_anomaly,abortionban_sex,substance_poli,year,pregnancyratelt15,pregnancyrate1519,pregnancyrate40plus,abortionratelt15,abortionrate1519,abortionrate40plus,birthratelt15,birthrate1519,birthrate40plus,abortionratiolt15,abortionratio1519,abortionratio40plus,pregnancieslt15,pregnancies1519,pregnancies40plus,abortionslt15,abortions1519,abortions40plus,birthslt15,births1519,births40plus,miscarriageslt15,miscarriages1519,miscarriages40plus,populationlt15,population1519,population40plus,population1544,abortionstotal,birthstotal,pregnancyratetotal,birthratetotal,abortionratetotal,abortionratiototal,miscarriagestotal,pregnanciestotal
594,ND,1,1,1,1,2017,,24.3,15.1,,4.3,1.4,,16.3,11.2,,265.6,128.4,,550,280,,100,30,,368,210,,80,40,4326,22629,18687,146489,970,10737,95.3,73.3,6.6,90.6,2240,13950
595,OH,2,1,0,1,1988,11.2,95.5,7,4,30.3,2.5,5.7,51.8,3.5,713.7,584.4,702.4,800,39310,2500,290,12470,890,405,21333,1265,110,5510,340,71500,411657,357616,2537923,50780,160529,97.9,63.3,20,316.3,37180,248490
596,OH,2,1,0,1,1992,11.5,93.1,7.8,3.7,21.4,2.6,6.2,58,4.1,600.2,368.6,652.1,860,34580,3230,280,7940,1100,460,21539,1687,120,5100,450,74302,371469,416104,2536884,46190,162247,96.8,64,18.2,284.7,37070,245510
597,OH,2,1,0,1,1996,8.8,80.8,9.3,2.8,18.5,2.6,4.7,50.4,5.4,600.9,366.1,484.8,710,31820,4150,230,7270,1160,379,19851,2396,100,4700,600,80447,393784,447425,2513051,41320,151692,90.5,60.4,16.4,272.4,34470,227480
598,OH,2,1,0,1,2000,8.9,74,9.9,3.9,17.1,2.1,3.8,46,6.3,1022,371.4,341.6,710,29690,4610,310,6850,1000,307,18455,2928,90,4380,690,80007,401367,467993,2441599,38090,155472,93.6,63.7,15.6,245,34900,228470
599,OH,2,1,0,1,2005,6.5,61.5,11,2.8,14.1,2.1,2.8,38.3,7.2,999.3,367.4,290.5,540,24850,4850,230,5690,930,235,15490,3190,70,3670,730,82777,404101,440062,2336700,33140,148388,91.8,63.5,14.2,223.3,32990,214520
600,OH,2,1,0,1,2006,7.5,61.9,11,3.6,13.8,2.1,2.9,38.9,7.3,1228.1,354.8,292.1,610,25240,4700,290,5630,900,239,15872,3090,80,3740,710,81210,407661,425546,2313879,32880,150593,93.7,65.1,14.2,218.3,33410,216880
601,OH,2,1,0,1,2007,6.5,63.3,11.3,2.8,14,2.1,2.8,39.9,7.5,973.9,350.9,278.8,520,25950,4660,220,5740,860,227,16362,3095,70,3850,710,79779,410034,411983,2293803,32620,150879,94.6,65.8,14.2,216.2,33440,216940
602,OH,2,1,0,1,2008,6,62.6,11.2,2.7,13.8,2.1,2.6,39.5,7.4,1032.5,350.4,291.7,470,25690,4470,210,5680,860,201,16204,2937,60,3810,670,77872,410647,398969,2273237,32370,148821,94.2,65.5,14.2,217.5,33000,214190
603,OH,2,1,0,1,2009,5.8,59.4,11.6,2.7,12.6,2.1,2.4,37.9,7.7,1130.7,332.6,276.8,440,24190,4510,210,5140,830,182,15445,2997,60,3600,680,76878,407433,388627,2251790,30760,144841,92.2,64.3,13.7,212.3,32040,207640
604,OH,2,1,0,1,2010,5.5,54,11.7,2.5,11.7,2.2,2.3,34.3,7.7,1113,342.9,280.9,410,21690,4470,190,4720,830,171,13752,2960,50,3220,680,75873,401440,383349,2233456,29140,139128,89.1,62.3,13,209.4,30740,199010
605,OH,2,1,0,1,2011,4.3,48.8,12,1.9,10.1,2.3,1.9,31.4,7.9,1008.5,322.6,292.5,330,19180,4600,140,3980,890,141,12338,3026,40,2870,690,74974,393260,384366,2223690,27930,137918,88.2,62,12.6,202.5,30380,196220
606,OH,2,1,0,1,2012,4.1,45.5,11.8,1.8,9,2.2,1.8,29.7,7.8,1006.7,302,280.5,310,17520,4490,130,3450,840,134,11437,2978,40,2630,680,75605,384890,381234,2214380,26200,138483,88.1,62.5,11.8,189.2,30320,195000
607,OH,2,1,0,1,2013,3.5,41.2,12.2,1.6,7.8,2,1.5,27.2,8.3,1052.3,287.1,242.1,260,15690,4580,120,2970,760,112,10352,3122,30,2370,700,75247,380590,375664,2215459,24470,138936,87.4,62.7,11,176.1,30230,193640
608,OH,2,1,0,1,2014,3.1,37.3,11.8,1.1,6.6,2,1.6,25.1,8,703.9,260.9,246.1,240,14090,4320,80,2470,720,120,9473,2937,30,2140,660,75932,377207,366430,2213140,23220,139467,87.2,63,10.5,166.5,30210,192900
609,OH,2,1,0,1,2015,2.8,34.4,12,1,5.9,1.9,1.4,23.3,8.2,721.5,253,234.8,210,12940,4260,80,2210,690,106,8755,2923,30,1970,650,74876,376235,355291,2208660,21980,139264,86.6,63.1,10,157.8,30050,191290
610,OH,2,1,0,1,2016,2.6,32,12.3,1,5.3,1.8,1.2,21.7,8.6,849.1,246.1,206.1,190,11990,4200,80,2010,610,90,8151,2947,30,1830,650,73063,375018,341547,2202946,20790,138085,85.6,62.7,9.4,150.5,29700,188570
611,OH,2,1,0,1,2017,2.2,30.8,12.4,0.8,5.3,1.8,1.1,20.8,8.7,759.9,255.8,204.9,160,11540,4180,60,1990,600,79,7788,2930,20,1760,650,72633,374562,335509,2205235,20560,136832,84.7,62,9.3,150.3,29420,186820
612,OK,2,0,1,0,1988,13.4,106.2,5.9,5.1,27.3,2,6.5,63.5,3,783.5,429.1,668.2,290,12440,610,110,3190,210,141,7440,313,40,1810,80,21757,117094,102721,712561,12240,47408,98.7,66.5,17.2,258.2,10710,70350
613,OK,2,0,1,0,1992,10.9,100,6.3,2.4,14.8,1.7,6.9,69.8,3.7,353.7,212.1,470.5,250,11260,720,50,1670,200,155,7858,420,40,1740,100,22564,112576,114071,713336,9080,47557,94,66.7,12.7,190.9,10420,67060
614,OK,2,0,1,0,1996,9,90.1,7.2,1.9,13,1.7,5.7,63.1,4.5,339.1,206.6,385.4,230,11100,910,50,1610,220,148,7780,558,30,1720,130,25903,123226,125258,726484,8490,46193,89.2,63.6,11.7,183.8,10090,64770
615,OK,2,0,1,0,2000,7.6,85.2,7.6,1.7,12.4,1.4,4.8,59.6,5,343.1,208.8,284.1,190,11120,1020,40,1620,190,121,7780,673,30,1720,150,25085,130517,133341,734137,7780,49782,93,67.8,10.6,156.3,10730,68300
616,OK,2,0,1,0,2005,7,74,8.6,1.5,9.7,1.6,4.5,52.8,5.7,341.1,184.7,278.2,180,9380,1100,40,1230,200,112,6685,731,30,1460,170,25089,126681,128711,722500,7420,51801,97.3,71.7,10.3,143.2,11100,70320
617,OK,2,0,1,0,2006,6.4,78.1,9.2,1.6,9.2,1.7,3.8,56.6,6.1,431,162.8,279.1,160,9970,1150,40,1180,210,96,7227,764,20,1560,170,25128,127669,124534,725330,7450,54016,100.7,74.5,10.3,138,11550,73020
618,OK,2,0,1,0,2007,6.4,80.7,9.8,1.7,9.5,1.8,3.8,58.5,6.6,445.2,162.6,272.7,160,10400,1180,40,1230,210,94,7543,788,20,1630,180,24661,128944,120169,727495,7480,55065,102.1,75.7,10.3,135.8,11760,74310
619,OK,2,0,1,0,2008,6.2,79.6,9.6,1.6,9.3,1.7,3.7,57.8,6.4,445.9,160.9,272.3,150,10320,1120,40,1210,200,89,7494,746,20,1620,170,24075,129559,116098,728647,7500,54781,101.5,75.2,10.3,136.9,11710,73990
620,OK,2,0,1,0,2009,7.9,78.9,10,2.9,9.1,1.9,4,57.4,6.6,727.1,158.4,287.1,190,10240,1130,70,1180,210,95,7451,745,30,1610,170,23959,129709,113274,732789,7060,54553,99.9,74.4,9.6,129.5,11620,73230
621,OK,2,0,1,0,2010,6.5,69.2,10.7,1.3,7.7,1.8,4.2,50.7,7.2,309,151.3,254.9,160,8880,1210,30,980,210,101,6496,819,20,1400,180,23963,128184,113677,738450,6510,53238,96.2,72.1,8.8,122.3,11300,71050
622,OK,2,0,1,0,2011,4.8,64.9,10.3,1.6,6.6,1.6,2.6,48,7.1,608.5,137.2,224.4,120,8140,1190,40,830,190,63,6025,825,20,1290,180,24481,125467,115607,744215,5910,52272,93,70.2,7.9,113,11040,69220
623,OK,2,0,1,0,2012,4.7,64.1,10.4,1.4,6.7,1.7,2.6,47.3,7,558.6,141.7,247.1,120,7920,1210,40,830,200,65,5844,822,20,1250,180,25145,123631,116782,750069,5830,52751,92.9,70.3,7.8,110.6,11130,69720
624,OK,2,0,1,0,2013,4.6,57.8,10.8,1.2,5.7,1.8,2.7,42.9,7.3,434.1,133.2,243.8,120,7150,1260,30,710,210,69,5310,860,20,1130,190,25431,123720,117310,757655,5760,53369,92.9,70.4,7.6,108,11250,70380
625,OK,2,0,1,0,2014,3.8,52.2,10.4,1,5.4,1.6,2.2,38.6,7.2,457.8,139.4,219.3,100,6500,1210,30,670,180,58,4802,838,10,1030,190,25881,124533,116686,762497,5210,53339,91.5,70,6.8,97.7,11190,69740
626,OK,2,0,1,0,2015,2.4,46.2,10.9,0.4,4.2,1.4,1.7,34.7,7.8,237.3,119.7,174,60,5850,1260,10,530,160,43,4391,903,,930,200,25676,126486,115793,768487,4800,53122,89.8,69.1,6.3,90.4,11100,69030
627,OK,2,0,1,0,2016,3,43.7,10.9,0.6,3.4,1.3,1.9,33.3,7.9,324.5,102.5,160.5,80,5580,1250,20,440,150,49,4250,905,10,890,200,25567,127636,114025,769870,4550,52592,88.5,68.3,5.9,86.5,10970,68110
628,OK,2,0,1,0,2017,2.8,39.8,10.4,0.7,3.8,1.2,1.7,29.7,7.6,394.6,128.2,153.6,70,5090,1170,20,490,130,44,3793,858,10,810,180,25660,127918,113302,768822,4780,50214,85.2,65.3,6.2,95.2,10520,65520
629,OR,2,0,0,0,1988,8.9,104.2,8.2,4.5,42.5,2.1,3.3,47.9,4.9,1355.8,888.4,436.3,150,9840,810,80,4020,210,57,4521,480,20,1310,120,17253,94474,98593,635880,14850,40052,101.3,63,23.4,370.8,9500,64400
630,OR,2,0,0,0,1992,10.1,98.7,10.1,4.6,31.9,2.6,4.2,53,6.1,1075.1,602.2,418.5,200,9540,1250,90,3090,320,86,5125,755,30,1330,180,20286,96680,123621,672509,14620,42035,98.9,62.5,21.7,347.8,9870,66520
631,OR,2,0,0,0,1996,8.9,89.6,10.4,3.8,26.4,2.6,4,50.5,6.3,942.2,523.6,411.3,210,10090,1450,90,2970,360,92,5681,879,30,1430,210,23075,112589,139007,712818,13540,43658,94.4,61.2,19,310.1,10090,67280
632,OR,2,0,0,0,2000,6.9,78.5,13.1,3.2,24.8,3.4,2.8,42.7,7.8,1126.3,582.2,438.2,160,9380,1790,70,2970,470,66,5094,1067,20,1320,260,23450,119394,137112,722709,15270,45804,99.3,63.4,21.1,333.4,10690,71760
633,OR,2,0,0,0,2005,4.8,56.8,14.3,2,15.9,3.6,2.2,32.7,8.7,931.2,488,411.4,120,6950,1850,50,1950,460,53,4001,1122,20,1000,270,24592,122427,129581,729961,11900,45922,93.4,62.9,16.3,259.1,10370,68200
634,OR,2,0,0,0,2006,5,59.8,14.7,2.5,16.7,3.2,1.8,34.5,9.3,1363.3,484.8,349.8,120,7430,1870,60,2080,410,45,4285,1177,20,1060,280,24462,124228,127103,737308,12150,48689,97.4,66,16.5,249.6,10950,71800
635,OR,2,0,0,0,2007,4.9,59.9,15.5,2.2,16.8,3.4,2.1,34.5,9.8,1033.4,487,350.9,120,7540,1920,50,2120,420,50,4343,1211,20,1080,280,23641,125787,124154,743945,12410,49378,98,66.4,16.7,251.3,11120,72900
636,OR,2,0,0,0,2008,3.5,60.4,15,1.4,16.1,3.2,1.6,35.6,9.6,881.9,452.2,333.5,80,7600,1830,30,2020,390,38,4476,1169,10,1100,270,23238,125771,122098,749228,11800,49096,96,65.5,15.7,240.3,11000,71890
637,OR,2,0,0,0,2009,3.7,54.6,15.8,1.6,14.2,3.2,1.6,32.5,10.2,997.6,438,308,90,6830,1910,40,1780,380,38,4063,1244,10,990,290,23466,125101,121458,752900,11020,47132,91.2,62.6,14.6,233.8,10530,68680
638,OR,2,0,0,0,2010,3,47.2,15.8,1.5,12,3,1.1,28.3,10.5,1297.8,423.3,282.6,70,5820,1950,40,1480,360,27,3496,1291,,850,290,23613,123453,123090,754777,10250,45540,87.3,60.3,13.6,225,10130,65920
639,OR,2,0,0,0,2011,2.1,43.4,16.1,1,11.3,3.2,0.8,25.8,10.4,1213,437.5,307.7,50,5270,2020,20,1370,400,20,3134,1313,,760,300,23958,121433,125762,761842,10020,45155,85.6,59.3,13.2,222,10030,65210
640,OR,2,0,0,0,2012,3.1,39.1,16.3,1.3,9.7,3,1.4,23.7,10.8,913,408.5,276.4,70,4700,2060,30,1160,380,33,2851,1372,,690,310,23663,120122,126943,766199,9310,45067,84,58.8,12.2,206.6,9940,64320
641,OR,2,0,0,0,2013,1.6,35.7,15.8,0.8,8.6,2.5,0.6,21.8,10.8,1189.4,395.3,233.2,40,4240,2010,20,1030,320,15,2594,1377,,620,310,23612,118750,126943,768837,8600,45155,82.8,58.7,11.2,190.5,9890,63650
642,OR,2,0,0,0,2014,2.1,32.9,16.9,1,8,2.9,0.8,20.1,11.4,1203.1,395.4,253.5,50,3910,2130,20,940,370,20,2390,1441,,570,320,24122,118829,126215,775238,8760,45556,82.9,58.8,11.3,192.2,9990,64300
643,OR,2,0,0,0,2015,1.7,31.6,16.9,0.9,7.9,2.8,0.6,19.2,11.5,1559.7,410.2,248,40,3770,2120,20,940,360,14,2284,1442,,550,320,23842,119200,125525,783616,8950,45655,82.5,58.3,11.4,196,10030,64630
644,OR,2,0,0,0,2016,1.5,28.1,18.2,0.9,7.4,3,0.4,16.7,12.4,2044.6,441.3,245.7,30,3380,2290,20,880,380,10,2004,1560,,490,350,23303,120307,125739,800254,9140,45535,80.8,56.9,11.4,200.8,10020,64700
645,OR,2,0,0,0,2017,1.4,26,17.4,0.7,7.2,2.9,0.5,15.1,11.9,1213.7,475.1,240.8,30,3120,2230,20,860,370,13,1809,1520,,450,340,23752,120079,128065,811641,8950,43631,76.6,53.8,11,205,9620,62200
646,PA,2,0,1,0,1988,14.7,85.8,7.2,7.5,33,2.2,5.4,41.3,3.9,1379.8,800.4,567.1,1050,36930,2780,530,14210,860,387,17750,1522,130,4970,390,71654,430266,387755,2701631,53050,165639,95.2,61.3,19.6,320.3,38430,257120
647,PA,2,0,1,0,1992,14.7,83.6,8.4,6.7,27.1,2.3,6.1,44.8,4.9,1107.5,605.6,457.9,1090,31420,3730,500,10200,1000,452,16835,2191,140,4390,540,74376,375888,444324,2680424,50720,164625,94.5,61.4,18.9,308.1,38000,253340
648,PA,2,0,1,0,1996,10.5,67.7,9.8,4.6,19.7,2.4,4.5,38.4,6,1008.8,512.7,399,860,27040,4750,370,7860,1160,371,15330,2897,110,3850,690,81578,399141,484039,2639585,42080,148338,85,56.2,15.9,283.7,33880,224290
649,PA,2,0,1,0,2000,8.8,59.8,11.3,4.1,17.3,2.5,3.6,34,7.2,1147.4,510.9,343.9,730,24980,5720,340,7240,1250,295,14177,3623,90,3560,850,82865,417507,504828,2557469,39670,146281,85.7,57.2,15.5,271.2,33220,219170
650,PA,2,0,1,0,2005,6.4,50.6,13.3,2.9,14.2,2.7,2.7,29.2,8.6,1063.5,487.1,307.1,550,22410,6410,250,6290,1280,232,12910,4167,70,3210,960,86299,442830,482097,2485696,38110,145383,87.1,58.5,15.3,262.1,32890,216380
651,PA,2,0,1,0,2006,5.8,52.9,13.6,2.6,15,2.8,2.4,30.4,8.8,1077.8,494.4,313.5,500,23710,6380,220,6720,1300,208,13599,4131,60,3390,960,85080,447977,470673,2477833,39770,149090,89.9,60.2,16.1,266.8,33800,222660
652,PA,2,0,1,0,2007,5.9,54.8,13.9,2.9,16.3,2.8,2.2,30.7,9,1317.1,532.3,312.5,490,24710,6370,240,7370,1290,186,13841,4128,60,3500,950,83349,451031,458892,2469273,42550,150713,92.2,61,17.2,282.3,34400,227660
653,PA,2,0,1,0,2008,6.1,56.1,14.2,3.5,17.8,3,1.9,30.4,9.1,1796.7,585,333,500,25300,6350,280,8030,1350,158,13724,4053,60,3550,950,81788,450765,447314,2460254,46670,149273,93.7,60.7,19,312.7,34520,230470
654,PA,2,0,1,0,2009,5.5,52.5,15,3.2,16.4,3.3,1.7,28.7,9.4,1852.2,573.8,350.6,440,23530,6530,250,7370,1440,137,12850,4120,50,3310,970,80250,448436,436145,2451611,44820,146434,91.8,59.7,18.3,306.1,33770,225030
655,PA,2,0,1,0,2010,5.4,49,14.6,2.8,14.9,3.1,1.9,27.1,9.4,1427,550.4,326,420,21590,6260,220,6580,1310,153,11959,4019,50,3050,930,78795,440801,428526,2440902,42250,143321,89.5,58.7,17.3,294.8,32890,218460
656,PA,2,0,1,0,2011,4.8,43.7,14.6,2.2,12.5,3.1,1.9,25,9.4,1152,501.7,327.1,370,18950,6230,170,5430,1310,151,10816,3997,50,2710,930,78005,433215,425599,2435684,39200,143178,88.2,58.8,16.1,273.8,32560,214930
657,PA,2,0,1,0,2012,4.2,40.5,14.6,2,11,2.9,1.6,23.7,9.5,1218.3,466.9,303.4,320,17220,6110,150,4690,1210,126,10049,3985,40,2480,920,76723,424859,418425,2426928,36560,142514,87,58.7,15.1,256.5,32160,211230
658,PA,2,0,1,0,2013,3.6,35.2,14.7,1.9,9.3,2.8,1.3,20.8,9.7,1450.8,448.9,290.3,270,14660,6010,140,3890,1150,98,8657,3955,30,2120,910,76333,416585,408077,2417591,34580,140921,85.7,58.3,14.3,245.4,31640,207150
659,PA,2,0,1,0,2014,3.1,32.6,15,1.5,8.7,2.7,1.2,19.3,10,1233.9,449.9,273.6,240,13380,5920,120,3550,1080,95,7892,3946,30,1930,900,77858,409872,395339,2408417,34230,142268,86.5,59.1,14.2,240.6,31880,208380
660,PA,2,0,1,0,2015,2.4,30.2,15.1,1.2,8.1,2.8,0.9,17.8,10,1353.5,455.6,283.4,190,12280,5750,90,3290,1080,69,7218,3801,20,1770,870,76183,406145,380325,2394366,34550,141047,86.6,58.9,14.4,245,31660,207270
661,PA,2,0,1,0,2016,2.4,27.4,15.5,1.2,7.6,3.1,0.9,15.9,10.1,1297.8,482.5,304.3,180,11050,5660,90,3080,1120,67,6385,3689,20,1590,850,73928,402788,364856,2381162,34870,139409,86.4,58.5,14.6,250.2,31370,205650
662,PA,2,0,1,0,2017,2.2,25.7,16.5,1.2,7.2,3,0.8,14.8,11,1506.5,490,268.4,160,10260,5900,90,2890,1060,57,5899,3948,20,1470,900,74638,398904,358858,2377142,33910,137745,85.2,57.9,14.3,246.2,30940,202590
663,RI,2,0,0,1,1988,9.1,85.2,7.5,3.7,35.7,3,4.2,38.3,3.5,894.1,931,870.5,50,3190,240,20,1340,100,23,1435,112,,420,30,5523,37463,32298,239394,5800,14224,98,59.4,24.2,407.8,3420,23450
664,RI,2,0,0,1,1992,13.5,93.4,11.2,6.1,34.5,3.5,5.7,46.2,6.1,1060.1,747.3,577.8,80,2790,410,30,1030,130,33,1381,221,10,380,60,5764,29894,36351,236788,5830,14500,100.6,61.2,24.6,402.1,3480,23810
665,RI,2,0,0,1,1996,12.1,80.3,12,5.6,30.6,3.8,4.9,38.9,6.6,1130.3,785.5,573.6,80,2650,480,40,1010,150,31,1285,263,,360,70,6263,33013,39995,232188,5290,12652,90.4,54.5,22.8,418.1,3060,21000
666,RI,2,0,0,1,2000,9.7,65.3,13.3,4.2,22.8,4.2,4.3,33.5,7.3,969.9,680,571.1,60,2440,580,30,850,180,28,1250,317,,340,80,6536,37309,43615,232454,4900,12505,87.7,53.8,21.1,391.8,2990,20400
667,RI,2,0,0,1,2005,6.6,55.4,16.8,2.4,20.1,4,3.3,27.8,10.3,736.4,722.9,387.6,50,2230,720,20,810,170,24,1117,444,,300,110,7260,40207,42935,228195,4680,12697,89.3,55.6,20.5,368.6,3010,20380
668,RI,2,0,0,1,2006,3.6,54.7,15.7,2,19.7,3.8,,27.5,9.6,1782.5,717,389.8,30,2240,650,10,810,160,,1127,400,,310,100,6983,40974,41567,225110,4550,12372,88.2,55,20.2,367.8,2930,19850
669,RI,2,0,0,1,2007,5.6,55.6,15.1,2.9,18.6,3.6,2,29.2,9.3,1441,637.8,382.5,40,2270,610,20,760,140,14,1192,374,,310,90,6972,40783,40245,221482,4420,12376,89,55.9,20,357.1,2920,19710
670,RI,2,0,0,1,2008,6.3,53.5,15.1,2.6,18.5,3.9,2.9,27.6,9,868,669.3,438.1,40,2180,590,20,750,150,20,1124,350,,300,90,6803,40684,38994,218637,4340,12048,88,55.1,19.9,360.4,2840,19230
671,RI,2,0,0,1,2009,5.8,48.9,16,3.8,16.4,2.6,,25.8,10.9,2841.5,635.4,242.5,40,2000,610,30,670,100,,1051,414,,280,90,6671,40776,38021,216670,4100,11442,84.2,52.8,18.9,358.1,2700,18240
672,RI,2,0,0,1,2010,4.6,44.3,16.1,3.2,15.8,3.5,,22.4,10.2,3379,707.5,345.9,30,1760,600,20,630,130,,891,381,,240,90,6373,39786,37321,214590,3850,11177,82.3,52.1,18,344.7,2620,17650
673,RI,2,0,0,1,2011,4.4,41.4,15.5,3,14.4,3.1,,21.3,10,3104.6,672.5,307.7,30,1610,570,20,560,110,,831,369,,220,90,6243,38928,36741,213027,3690,10960,80.8,51.4,17.3,337.1,2560,17220
674,RI,2,0,0,1,2012,2.7,36.2,16,,11.3,3.5,,19.8,10.1,,573.1,346.3,20,1390,570,,440,120,,760,361,,200,80,6226,38422,35727,211960,3410,10926,79.6,51.5,16.1,312.2,2530,16860
675,RI,2,0,0,1,2013,2.5,31.7,16.9,,9.7,3.1,,17.5,11.2,,551.6,275.1,20,1190,580,,360,110,,659,389,,170,90,6190,37610,34639,210853,3130,10809,77.8,51.3,14.8,289.4,2470,16410
676,RI,2,0,0,1,2014,2.6,27,16.4,,7.3,3.8,,15.8,10.2,,461.6,374.1,20,1010,540,,270,130,,590,338,,150,80,6085,37326,33294,210171,3220,10823,78.6,51.5,15.3,297.4,2490,16530
677,RI,2,0,0,1,2015,4.1,26.2,18.6,,8.1,4.5,1.8,14.3,11.4,,566.6,390.3,20,970,590,,300,140,11,530,364,,140,90,5956,36943,31892,209072,3290,10993,80.4,52.6,15.7,299.2,2530,16810
678,RI,2,0,0,1,2016,2.3,24.8,18.5,,8.4,4.4,,13,11.4,,648.7,388.7,10,910,560,,310,130,,474,347,,130,80,5860,36536,30501,208306,3340,10798,79.8,51.8,16,308.9,2490,16630
679,RI,2,0,0,1,2017,2.6,22.1,20.1,1.8,7.7,4.8,,11.4,12.3,3538.8,669.3,386.6,20,800,600,10,280,140,,414,368,,110,90,5984,36197,29828,207526,3280,10638,78.9,51.3,15.8,308.5,2460,16380
680,SC,2,0,0,1,1988,19.8,114,6.2,6.7,32.6,1.9,10.4,65.1,3.4,640.1,501.6,577.1,470,15760,710,160,4510,220,249,8999,387,70,2250,100,23897,138247,115392,829940,16440,55114,101.5,66.4,19.8,298.3,12670,84220
681,SC,2,0,0,1,1992,19.3,109,6.2,5.9,23,1.8,10.7,69.7,3.5,551.9,329.9,508.8,480,14150,840,150,2990,240,268,9052,476,70,2110,120,25142,129793,135888,859148,14410,56192,96.9,65.4,16.8,256.4,12680,83280
682,SC,2,0,0,1,1996,15.4,92.9,7.5,4.6,18.7,1.8,8.6,60.2,4.6,537.7,311.3,393.1,420,12900,1110,130,2600,270,236,8362,683,60,1930,160,27420,138905,148177,870504,12450,51117,86.2,58.7,14.3,243.6,11470,75040
683,SC,2,0,0,1,2000,12.5,88.1,8.6,3.2,17,1.8,7.5,57.8,5.5,425.8,294.5,334.8,350,12770,1380,90,2470,290,208,8382,880,50,1920,210,27847,145070,159925,885044,12120,56114,91.1,63.4,13.7,216,12430,80670
684,SC,2,0,0,1,2005,8.6,75.7,10.1,2.8,15.7,2.4,4.5,48.7,6.2,622.5,323,389.2,260,11630,1650,90,2420,390,137,7478,1014,40,1740,240,30154,153669,163228,896948,13320,57711,93.5,64.3,14.9,230.8,12870,83910
685,SC,2,0,0,1,2006,8.5,79.4,10.6,2.5,15.5,2.4,4.8,52,6.6,525.5,297.9,369.7,260,12490,1730,80,2440,400,144,8175,1076,40,1880,250,30208,157327,162756,906199,13590,62171,98.8,68.6,15,218.6,13790,89550
686,SC,2,0,0,1,2007,8.5,79.2,10.8,3.2,15.4,2.4,4.2,51.9,6.8,757.2,297.1,355.5,250,12720,1730,90,2470,390,123,8329,1089,30,1910,260,29566,160482,160899,915628,13750,62875,98.9,68.7,15,218.7,13950,90580
687,SC,2,0,0,1,2008,6.7,76.7,11.1,2,13.9,2.5,3.7,51.2,7,529.2,271,353.8,190,12480,1760,60,2260,390,108,8329,1110,30,1890,260,28940,162752,159065,925213,13200,63071,97.5,68.2,14.3,209.3,13930,90210
688,SC,2,0,0,1,2009,6.3,71.8,11.3,2.5,14,2.4,3,47,7.2,813.3,297,334.4,180,11680,1760,70,2270,380,86,7651,1125,20,1760,260,28461,162722,156295,928485,13050,60620,93.8,65.3,14.1,215.3,13430,87100
689,SC,2,0,0,1,2010,6.4,66,11.8,1.7,13.2,2.5,3.8,42.9,7.5,447.9,306.7,334.6,180,10530,1830,50,2100,390,107,6849,1170,30,1580,270,28478,159577,155458,928555,12900,58342,90.7,62.8,13.9,221.2,12960,84210
690,SC,2,0,0,1,2011,5.2,58.6,11.7,1.8,10.8,2.5,2.6,38.9,7.5,692.4,278.2,328.1,150,9080,1840,50,1680,390,76,6026,1178,20,1370,270,28687,154839,156879,928239,11580,57393,87.9,61.8,12.5,201.7,12640,81600
691,SC,2,0,0,1,2012,4.2,54.6,11.6,1.4,9.9,2.5,2.2,36.4,7.3,607.3,272.3,346.9,120,8300,1830,40,1510,400,65,5537,1154,20,1260,270,29027,152019,157748,931064,11440,57155,87.2,61.4,12.3,200.1,12570,81170
692,SC,2,0,0,1,2013,3.2,48,11.5,1,9.1,2.5,1.8,31.7,7.3,554.4,288.1,334.4,90,7220,1820,30,1370,390,52,4763,1161,10,1090,270,29651,150367,157967,935711,11300,56795,86.1,60.7,12.1,198.9,12490,80580
693,SC,2,0,0,1,2014,2.8,43.1,12.1,0.8,8.1,2.2,1.6,28.5,8,508.1,284.8,279.7,90,6500,1900,20,1220,350,49,4297,1260,10,980,290,31039,150795,156803,942718,10940,57627,86.1,61.1,11.6,189.9,12620,81190
694,SC,2,0,0,1,2015,3.4,39.6,12.7,0.7,7.4,2.5,2.2,26.2,8.3,343.9,283.2,296.6,100,6080,1970,20,1140,380,66,4021,1288,20,920,300,30597,153521,154744,951334,10930,58139,86,61.1,11.5,188,12720,81790
695,SC,2,0,0,1,2016,2.3,35.8,12.8,0.5,6.7,2.4,1.5,23.7,8.4,346,282.2,287,70,5580,1930,20,1040,370,44,3695,1273,10,840,290,30048,155790,151189,958160,10920,57342,84.3,59.8,11.4,190.4,12560,80820
696,SC,2,0,0,1,2017,2.4,33.6,13.3,0.7,6.9,2.7,1.3,21.7,8.6,556.7,318.8,315.4,70,5280,2010,20,1090,410,40,3408,1299,10,790,300,30333,157401,150827,965958,11380,57029,83.8,59,11.8,199.6,12540,80960
697,SD,1,1,1,1,1988,4.7,72,7.7,2.3,15.1,1.7,,46.1,4.8,1229.9,327.8,360.9,20,1840,150,10,390,30,,1182,92,,280,20,4914,25633,19121,150781,1420,11194,99.4,74.2,9.4,126.9,2380,14990
698,SD,1,1,1,1,1992,3.7,73.8,8,,14.4,1.6,2,48.3,5.2,,297.6,304.4,20,1900,190,,370,40,11,1245,123,,290,30,5493,25774,23645,151598,1340,11018,96.9,72.7,8.8,121.6,2340,14700
699,SD,1,1,1,1,1996,4.2,60.6,7.8,,11.4,1.1,2.3,40.1,5.5,,283.7,199.1,30,1800,220,,340,30,14,1189,154,,270,30,6052,29657,28154,159653,1200,10473,87,65.6,7.5,114.6,2210,13890
